cve_item,Concepto,publicacion,cve_periodo,Textbox3,Monto,Flujo_Mes,publicacion2,cve_periodo2,Textbox4,cve_item2,Concepto1,item_Importe2,Flujo_Mes1
,    Ingresos por intereses,Santander,201804,Año en Curso,"29,519.59","7,619.26",American Express,201804,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,,
,    Ingresos por intereses,Scotiabank,201806,Año en Curso,"19,749.26","3,382.74",American Express,201806,Año en Curso,,        Intereses de Cartera de Crédito Vigente,"1,556.13",277.07
,    Ingresos por intereses,Scotiabank,201805,Año en Curso,"16,366.53","3,437.95",American Express,201805,Año en Curso,,        Intereses de Cartera de Crédito Vigente,"1,279.06",258.8
,    Ingresos por intereses,Scotiabank,201804,Año en Curso,"12,928.58","3,304.90",American Express,201804,Año en Curso,,        Intereses de Cartera de Crédito Vigente,"1,020.26",276.65
,    Ingresos por intereses,Sistema  Consolidado,201806,Año en Curso,"426,681.69","72,857.09",American Express,201806,Año en Curso,,            Créditos Comerciales,0.11,0
,    Ingresos por intereses,Sistema  Consolidado,201805,Año en Curso,"353,824.59","74,200.94",American Express,201805,Año en Curso,,            Créditos Comerciales,0.11,0
,    Ingresos por intereses,Sistema  Consolidado,201804,Año en Curso,"279,623.66","71,121.57",American Express,201804,Año en Curso,,            Créditos Comerciales,0.11,0
,    Ingresos por intereses,The Bank of New York Mellon,201806,Año en Curso,,,American Express,201806,Año en Curso,,                Actividad empresarial o comercial,0.11,0
,    Ingresos por intereses,The Bank of New York Mellon,201805,Año en Curso,,,American Express,201805,Año en Curso,,                Actividad empresarial o comercial,0.11,0
,    Ingresos por intereses,The Bank of New York Mellon,201804,Año en Curso,,,American Express,201804,Año en Curso,,                Actividad empresarial o comercial,0.11,0
,    Ingresos por intereses,UBS,201806,Año en Curso,20.01,3.33,Autofin,201806,Año en Curso,,    Ingresos por intereses,274.16,47.85
,    Ingresos por intereses,UBS,201805,Año en Curso,16.67,3.15,Autofin,201805,Año en Curso,,    Ingresos por intereses,226.31,49.46
,    Ingresos por intereses,UBS,201804,Año en Curso,13.52,3.66,Autofin,201804,Año en Curso,,    Ingresos por intereses,176.84,46.97
,    Ingresos por intereses,Ve por Más,201806,Año en Curso,"2,726.82",461.58,Autofin,201806,Año en Curso,,        Intereses de disponibilidades,12.17,2.2
,    Ingresos por intereses,Ve por Más,201805,Año en Curso,"2,265.24",496.92,Autofin,201805,Año en Curso,,        Intereses de disponibilidades,9.97,1.93
,    Ingresos por intereses,Ve por Más,201804,Año en Curso,"1,768.31",454.23,Autofin,201804,Año en Curso,,        Intereses de disponibilidades,8.04,2.38
,    Ingresos por intereses,Volkswagen Bank,201806,Año en Curso,364.33,58.97,Autofin,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0.55,0.21
,    Ingresos por intereses,Volkswagen Bank,201805,Año en Curso,305.36,60.16,Autofin,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0.34,0.11
,    Ingresos por intereses,Volkswagen Bank,201804,Año en Curso,245.2,61.2,Autofin,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0.23,0.07
,        Intereses de disponibilidades,ABC Capital,201806,Año en Curso,4.41,0.81,Autofin,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,24.22,4.69
,        Intereses de disponibilidades,ABC Capital,201805,Año en Curso,3.6,0.75,Autofin,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,19.53,4.59
,        Intereses de disponibilidades,ABC Capital,201804,Año en Curso,2.84,0.71,Autofin,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,14.94,4.35
,        Intereses de disponibilidades,Accendo Banco,201806,Año en Curso,8.06,2.24,Autofin,201806,Año en Curso,,            Por Títulos para Negociar,24.22,4.69
,        Intereses de disponibilidades,Accendo Banco,201805,Año en Curso,5.82,1.27,Autofin,201805,Año en Curso,,            Por Títulos para Negociar,19.53,4.59
,        Intereses de disponibilidades,Accendo Banco,201804,Año en Curso,4.55,1.19,Autofin,201804,Año en Curso,,            Por Títulos para Negociar,14.94,4.35
,        Intereses de disponibilidades,Actinver,201806,Año en Curso,17.65,3.49,Autofin,201806,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,        Intereses de disponibilidades,Actinver,201805,Año en Curso,14.16,4.52,Autofin,201805,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,        Intereses de disponibilidades,Actinver,201804,Año en Curso,9.63,5.57,Autofin,201804,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,        Intereses de disponibilidades,Afirme,201806,Año en Curso,108.25,29.35,Autofin,201806,Año en Curso,,            Por Títulos Conservados a Vencimiento,0,0
,        Intereses de disponibilidades,Afirme,201805,Año en Curso,78.9,25.43,Autofin,201805,Año en Curso,,            Por Títulos Conservados a Vencimiento,0,0
,        Intereses de disponibilidades,Afirme,201804,Año en Curso,53.47,16.39,Autofin,201804,Año en Curso,,            Por Títulos Conservados a Vencimiento,0,0
,        Intereses de disponibilidades,American Express,201806,Año en Curso,66.56,10.92,Autofin,201806,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,3.92,0.17
,        Intereses de disponibilidades,American Express,201805,Año en Curso,55.65,11.43,Autofin,201805,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,3.75,1.34
,        Intereses de disponibilidades,American Express,201804,Año en Curso,44.21,11.03,Autofin,201804,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,2.41,0.51
,        Intereses de disponibilidades,Autofin,201806,Año en Curso,12.17,2.2,Autofin,201806,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,        Intereses de disponibilidades,Autofin,201805,Año en Curso,9.97,1.93,Autofin,201805,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,        Intereses de disponibilidades,Autofin,201804,Año en Curso,8.04,2.38,Autofin,201804,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,        Intereses de disponibilidades,Banamex,201806,Año en Curso,"1,188.70",231.17,Autofin,201806,Año en Curso,,        Intereses de Cartera de Crédito Vigente,208.22,26.12
,        Intereses de disponibilidades,Banamex,201805,Año en Curso,957.53,195.69,Autofin,201805,Año en Curso,,        Intereses de Cartera de Crédito Vigente,182.1,38.57
,        Intereses de disponibilidades,Banamex,201804,Año en Curso,761.84,184.04,Autofin,201804,Año en Curso,,        Intereses de Cartera de Crédito Vigente,143.52,37.21
,        Intereses de disponibilidades,Banamex Consolidado,201806,Año en Curso,"1,188.70",231.17,Autofin,201806,Año en Curso,,            Créditos Comerciales,144.14,16.19
,        Intereses de disponibilidades,Banamex Consolidado,201805,Año en Curso,957.53,195.69,Autofin,201805,Año en Curso,,            Créditos Comerciales,127.96,27.86
,        Intereses de disponibilidades,Banamex Consolidado,201804,Año en Curso,761.84,184.04,Autofin,201804,Año en Curso,,            Créditos Comerciales,100.1,26.56
,        Intereses de disponibilidades,Banca de Inversión y Otros Servicios,201806,Año en Curso,516.88,110.86,Autofin,201806,Año en Curso,,                Actividad empresarial o comercial,138.29,15.04
,        Intereses de disponibilidades,Banca de Inversión y Otros Servicios,201805,Año en Curso,406.02,102.02,Autofin,201805,Año en Curso,,                Actividad empresarial o comercial,123.25,26.59
,        Intereses de disponibilidades,Banca de Inversión y Otros Servicios,201804,Año en Curso,303.99,80.13,Autofin,201804,Año en Curso,,                Actividad empresarial o comercial,96.66,25.35
,        Intereses de disponibilidades,Banca de Inversión y Otros Servicios Consolidado,201806,Año en Curso,516.88,110.86,Banamex,201806,Año en Curso,,    Ingresos por intereses,"48,629.35","8,293.49"
,        Intereses de disponibilidades,Banca de Inversión y Otros Servicios Consolidado,201805,Año en Curso,406.02,102.02,Banamex,201805,Año en Curso,,    Ingresos por intereses,"40,335.86","9,039.01"
,        Intereses de disponibilidades,Banca de Inversión y Otros Servicios Consolidado,201804,Año en Curso,303.99,80.13,Banamex,201804,Año en Curso,,    Ingresos por intereses,"31,296.85","8,156.06"
,        Intereses de disponibilidades,Banca Mifel,201806,Año en Curso,97.5,19.35,Banamex,201806,Año en Curso,,        Intereses de disponibilidades,"1,188.70",231.17
,        Intereses de disponibilidades,Banca Mifel,201805,Año en Curso,78.15,15.94,Banamex,201805,Año en Curso,,        Intereses de disponibilidades,957.53,195.69
,        Intereses de disponibilidades,Banca Mifel,201804,Año en Curso,62.21,16.34,Banamex,201804,Año en Curso,,        Intereses de disponibilidades,761.84,184.04
,        Intereses de disponibilidades,Banco Ahorro Famsa,201806,Año en Curso,26.1,4.23,Banamex,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,35.09,5.98
,        Intereses de disponibilidades,Banco Ahorro Famsa,201805,Año en Curso,21.87,4.5,Banamex,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,29.11,4.84
,        Intereses de disponibilidades,Banco Ahorro Famsa,201804,Año en Curso,17.38,4.22,Banamex,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,24.26,6.17
,        Intereses de disponibilidades,Banco Azteca,201806,Año en Curso,164.95,26.46,Banamex,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,"4,886.86",874.46
,        Intereses de disponibilidades,Banco Azteca,201805,Año en Curso,138.49,29.96,Banamex,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,"4,012.40",682.38
,        Intereses de disponibilidades,Banco Azteca,201804,Año en Curso,108.54,24.4,Banamex,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,"3,330.03",984.8
,        Intereses de disponibilidades,Banco Base,201806,Año en Curso,83.16,10.83,Banamex,201806,Año en Curso,,            Por Títulos para Negociar,"1,212.50",230.64
